ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season,Crop_status
25,2542,Food,clay,2,60,47,3,1,0
26,2542,Food,clay,2,60,48,8,3,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2688,Food,clay,2,10,9,32,3,0
2,2688,Food,clay,2,20,35,14,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2840,Food,clay,2,10,31,31,2,0
2,2840,Food,clay,2,15,22,31,1,0
3,2840,Food,clay,2,15,23,32,2,0
4,2840,Food,clay,2,15,25,30,1,0
5,2840,Food,clay,2,20,18,33,1,0
6,2840,Food,clay,2,20,,34,2,0
7,2840,Food,clay,2,20,29,26,2,0
8,2840,Food,clay,2,20,35,22,1,0
9,2840,Food,clay,2,20,48,8,2,0
10,2840,Food,clay,2,20,48,11,1,0
11,2840,Food,clay,2,20,52,2,1,0
12,2840,Food,clay,2,25,38,21,2,0
13,2840,Food,clay,2,25,58,0,3,0
14,2840,Food,clay,2,40,,13,2,0
15,2840,Food,clay,2,40,24,31,2,0
16,2840,Food,clay,2,40,,28,3,0
17,2840,Food,clay,2,40,43,15,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2840,Food,clay,2,60,55,5,2,2
2,2999,Food,clay,2,20,10,40,1,0
3,2999,Food,clay,2,20,19,18,2,0
4,2999,Food,clay,2,20,,30,2,0
5,2999,Food,clay,2,20,,20,3,0
6,2999,Food,clay,2,40,27,31,2,0
7,2999,Food,clay,2,40,57,4,1,0
8,2999,Food,clay,2,60,50,12,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,2999,Food,clay,2,20,40,9,2,2
2,3165,Food,clay,2,5,42,15,3,0
3,3165,Food,clay,2,10,30,25,1,0
4,3165,Food,clay,2,10,35,25,3,0
5,3165,Food,clay,2,10,52,5,2,0
6,3164,Food,clay,2,10,65,1,3,0
7,3164,Food,clay,2,15,21,41,3,0
8,3164,Food,clay,2,15,42,15,2,0
9,3165,Food,clay,2,20,29,25,3,0
10,3164,Food,clay,2,20,50,7,1,0
11,3164,Food,clay,2,40,18,26,2,0
12,3164,Food,clay,2,40,,18,1,0
13,3164,Food,clay,2,60,60,3,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3165,Food,clay,2,20,36,11,1,2
2,3337,Food,clay,2,20,7,44,2,0
3,3337,Food,clay,2,20,,40,2,0
4,3337,Food,clay,2,20,20,35,1,0
5,3336,Food,clay,2,20,46,20,2,0
6,3336,Food,clay,2,20,50,10,2,0
7,3337,Food,clay,2,30,,34,2,0
8,3337,Food,clay,2,30,48,15,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3516,Food,clay,2,20,35,28,2,0
2,3516,Food,clay,2,20,40,17,3,0
3,3516,Food,clay,2,20,52,7,1,0
4,3516,Food,clay,2,40,47,12,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,3702,Food,clay,2,10,,37,3,0
2,3702,Food,clay,2,15,45,13,3,0
3,3702,Food,clay,2,20,38,22,1,0
4,3702,Food,clay,2,30,40,29,2,0
,,,,,,,,,
1,3895,Food,clay,2,15,21,44,2,0
2,3895,Food,clay,2,20,42,19,2,0
3,3895,Food,clay,2,20,45,16,3,0
,,,,,,,,,
1,4096,Food,clay,2,20,20,45,3,0
2,4096,Food,clay,2,20,52,15,1,0
,,,,,,,,,
,,,,,,,,,
1,150,Food,silt,2,15,15,0,2,0
2,151,Food,silt,2,20,12,0,3,0
3,188,Food,silt,2,20,,3,3,0
4,188,Food,silt,2,20,,2,1,0
5,209,Food,silt,2,5,12,8,3,0
6,209,Food,silt,2,10,10,1,1,0
7,232,Food,silt,2,10,10,9,2,0
8,231,Food,silt,2,20,,9,2,0
9,232,Food,silt,2,25,12,9,3,0
10,231,Food,silt,2,30,22,1,2,0
11,256,Food,silt,2,25,19,6,2,0
12,283,Food,silt,2,15,,6,2,0
13,283,Food,silt,2,20,14,4,2,0
14,283,Food,silt,2,20,19,3,2,0
15,311,Food,silt,2,15,24,3,2,0
16,312,Food,silt,2,20,15,6,3,0
17,311,Food,silt,2,20,16,6,3,0
18,312,Food,silt,2,20,23,4,2,0
19,312,Food,silt,2,30,24,4,3,0
20,311,Food,silt,2,50,19,4,2,0
21,342,Food,silt,2,20,14,5,2,0
22,342,Food,silt,2,20,20,4,2,0
23,342,Food,silt,2,25,23,3,2,0
24,342,Food,silt,2,30,20,7,3,0
25,342,Food,silt,2,40,15,8,2,0
26,342,Food,silt,2,50,15,13,2,0
27,375,Food,silt,2,20,,0,1,0
28,375,Food,silt,2,25,18,9,2,0
29,375,Food,silt,2,40,10,14,2,0
30,411,Food,silt,2,15,12,7,2,0
31,410,Food,silt,2,15,,13,1,0
32,411,Food,silt,2,20,9,14,3,0
33,410,Food,silt,2,20,12,7,2,0
34,411,Food,silt,2,25,10,15,1,0
35,410,Food,silt,2,25,21,6,3,0
36,410,Food,silt,2,25,27,2,2,0
37,411,Food,silt,2,30,22,9,1,0
38,410,Food,silt,2,35,9,12,2,0
39,410,Food,silt,2,45,16,6,3,0
40,410,Food,silt,2,50,13,14,1,0
41,410,Food,silt,2,50,22,7,3,0
42,410,Food,silt,2,60,14,12,3,0
43,411,Food,silt,2,60,15,12,2,0
44,410,Food,silt,2,60,24,7,1,0
45,410,Food,silt,2,60,25,9,2,0
46,448,Food,silt,2,10,18,10,3,0
47,448,Food,silt,2,15,10,15,1,0
48,448,Food,silt,2,15,15,6,3,0
49,448,Food,silt,2,15,25,0,3,0
50,448,Food,silt,2,20,13,11,2,0
51,448,Food,silt,2,20,,5,2,0
52,448,Food,silt,2,20,21,11,2,0
53,448,Food,silt,2,20,24,7,2,0
54,448,Food,silt,2,25,21,3,1,0
55,448,Food,silt,2,30,12,12,2,0
56,448,Food,silt,2,30,14,10,1,0
57,448,Food,silt,2,30,14,14,1,0
58,448,Food,silt,2,30,18,6,2,0
59,448,Food,silt,2,30,27,6,1,0
60,448,Food,silt,2,40,12,16,2,0
61,448,Food,silt,2,40,17,16,1,0
62,448,Food,silt,2,40,,12,2,0
63,448,Food,silt,2,50,26,0,2,0
64,448,Food,silt,2,60,19,6,2,0
,,,,,,,,,
1,488,Food,silt,2,30,20,5,2,0
2,488,Food,silt,2,60,24,13,2,0
3,488,Food,silt,2,10,15,13,2,0
4,488,Food,silt,2,10,16,5,3,0
5,488,Food,silt,2,15,12,12,2,0
6,489,Food,silt,2,15,12,15,3,0
7,488,Food,silt,2,15,16,15,1,0
8,488,Food,silt,2,15,19,13,2,0
9,488,Food,silt,2,20,15,11,1,0
10,489,Food,silt,2,20,22,8,2,0
11,488,Food,silt,2,25,23,7,3,0
12,488,Food,silt,2,30,11,17,2,0
13,488,Food,silt,2,30,17,14,1,0
14,489,Food,silt,2,30,,3,2,0
15,488,Food,silt,2,35,25,0,1,0
16,488,Food,silt,2,40,18,13,2,0
17,488,Food,silt,2,50,19,11,1,0
18,489,Food,silt,2,60,10,15,2,0
19,488,Food,silt,2,60,18,3,1,0
20,488,Food,silt,2,60,30,1,1,0
21,488,Food,silt,2,75,13,14,1,0
22,531,Food,silt,2,5,26,6,1,0
23,531,Food,silt,2,10,16,14,3,0
24,531,Food,silt,2,10,35,2,1,0
25,531,Food,silt,2,20,22,2,2,0
26,531,Food,silt,2,20,26,3,2,0
27,531,Food,silt,2,25,10,17,2,0
28,531,Food,silt,2,25,16,16,2,0
29,531,Food,silt,2,25,22,9,1,0
30,531,Food,silt,2,30,,0,2,0
31,531,Food,silt,2,30,23,1,1,0
32,531,Food,silt,2,35,11,18,3,0
33,531,Food,silt,2,40,14,13,1,0
34,531,Food,silt,2,50,15,6,2,0
,,,,,,,,,
1,577,Food,silt,2,10,12,19,1,0
2,577,Food,silt,2,10,13,13,1,0
3,577,Food,silt,2,10,19,13,3,0
4,577,Food,silt,2,10,20,17,1,0
5,577,Food,silt,2,15,16,13,1,0
6,577,Food,silt,2,20,16,11,1,0
7,577,Food,silt,2,20,19,9,3,0
8,577,Food,silt,2,20,20,13,2,0
9,577,Food,silt,2,25,24,2,1,0
10,577,Food,silt,2,30,25,0,1,0
11,577,Food,silt,2,30,25,1,3,0
12,577,Food,silt,2,30,26,2,2,0
13,577,Food,silt,2,30,29,0,2,0
14,577,Food,silt,2,30,35,1,1,0
15,577,Food,silt,2,35,27,3,2,0
16,577,Food,silt,2,35,30,4,1,0
17,577,Food,silt,2,40,16,13,1,0
18,577,Food,silt,2,40,18,18,2,0
19,577,Food,silt,2,40,30,6,1,0
20,577,Food,silt,2,45,24,0,1,0
21,577,Food,silt,2,50,,16,2,0
22,577,Food,silt,2,60,20,15,2,0
23,577,Food,silt,2,60,,5,3,0
24,577,Food,silt,2,80,27,1,1,0
25,626,Food,silt,2,20,24,6,1,0
26,626,Food,silt,2,10,22,2,1,0
27,626,Food,silt,2,15,11,20,2,0
28,626,Food,silt,2,15,22,12,1,0
29,625,Food,silt,2,20,10,10,2,0
30,625,Food,silt,2,20,15,18,3,0
31,626,Food,silt,2,20,,0,2,0
32,625,Food,silt,2,20,,5,1,0
33,626,Food,silt,2,20,25,10,2,0
34,625,Food,silt,2,20,26,12,1,0
35,626,Food,silt,2,25,20,14,2,0
36,625,Food,silt,2,25,21,15,2,0
37,626,Food,silt,2,30,18,14,2,0
38,626,Food,silt,2,30,21,15,1,0
39,626,Food,silt,2,30,24,10,1,0
40,626,Food,silt,2,35,19,19,1,0
41,625,Food,silt,2,40,15,15,1,0
42,626,Food,silt,2,40,16,19,3,0
43,625,Food,silt,2,40,24,8,2,0
44,625,Food,silt,2,40,31,1,2,0
45,625,Food,silt,2,50,19,13,2,0
46,625,Food,silt,2,50,,13,3,0
47,625,Food,silt,2,50,23,14,2,0
48,625,Food,silt,2,50,,4,2,0
49,625,Food,silt,2,50,34,0,2,0
50,625,Food,silt,2,60,14,20,3,0
51,625,Food,silt,2,60,,14,1,0
,,,,,,,,,
1,677,Food,silt,2,5,14,11,2,0
2,677,Food,silt,2,5,25,6,2,0
3,677,Food,silt,2,10,5,20,2,0
4,677,Food,silt,2,10,10,16,2,0
5,677,Food,silt,2,15,,14,3,0
6,677,Food,silt,2,15,,10,2,0
7,677,Food,silt,2,15,23,9,1,0
8,677,Food,silt,2,15,25,11,1,0
9,677,Food,silt,2,15,,0,2,0
10,677,Food,silt,2,20,11,21,2,0
11,677,Food,silt,2,20,14,14,3,0
12,677,Food,silt,2,20,15,13,3,0
13,677,Food,silt,2,20,17,17,2,0
14,677,Food,silt,2,20,23,11,3,0
15,677,Food,silt,2,25,11,20,2,0
16,677,Food,silt,2,25,,20,2,0
17,677,Food,silt,2,25,24,2,3,0
18,677,Food,silt,2,30,11,21,3,0
19,677,Food,silt,2,30,22,15,1,0
20,677,Food,silt,2,30,27,10,3,0
21,677,Food,silt,2,40,19,19,1,0
22,677,Food,silt,2,40,,1,2,0
23,677,Food,silt,2,45,24,5,1,0
24,677,Food,silt,2,50,,18,2,0
25,677,Food,silt,2,50,,1,3,0
26,677,Food,silt,2,55,12,17,1,0
27,677,Food,silt,2,60,33,2,2,0
28,677,Food,silt,2,80,,12,3,0
,,,,,,,,,
1,731,Food,silt,2,20,19,13,2,0
2,732,Food,silt,2,30,27,5,2,0
3,732,Food,silt,2,5,30,2,1,0
4,731,Food,silt,2,10,12,16,1,0
5,731,Food,silt,2,10,14,16,2,0
6,732,Food,silt,2,10,23,7,2,0
7,731,Food,silt,2,10,29,5,3,0
8,732,Food,silt,2,15,31,3,1,0
9,732,Food,silt,2,20,10,18,3,0
10,731,Food,silt,2,20,12,19,1,0
11,731,Food,silt,2,20,15,17,1,0
12,732,Food,silt,2,20,20,19,1,0
13,731,Food,silt,2,25,35,0,2,0
14,731,Food,silt,2,30,17,15,1,0
15,732,Food,silt,2,30,20,12,2,0
16,732,Food,silt,2,30,21,15,2,0
17,731,Food,silt,2,30,24,10,2,0
18,731,Food,silt,2,30,30,12,3,0
19,731,Food,silt,2,30,32,4,2,0
20,731,Food,silt,2,30,35,4,1,0
21,731,Food,silt,2,35,35,0,2,0
22,732,Food,silt,2,40,19,5,3,0
23,731,Food,silt,2,40,20,12,2,0
24,732,Food,silt,2,40,21,6,2,0
25,732,Food,silt,2,40,22,18,2,0
26,731,Food,silt,2,40,28,8,1,0
27,732,Food,silt,2,40,33,7,2,0
28,731,Food,silt,2,50,11,22,2,0
29,732,Food,silt,2,50,30,1,2,0
30,731,Food,silt,2,60,16,12,2,0
31,731,Food,silt,2,60,18,17,2,0
32,732,Food,silt,2,60,20,9,1,0
33,731,Food,silt,2,40,,1,2,2
34,790,Food,silt,2,5,21,15,2,0
35,789,Food,silt,2,10,9,23,1,0
36,789,Food,silt,2,10,16,15,2,0
37,789,Food,silt,2,10,20,15,1,0
38,789,Food,silt,2,10,25,11,2,0
39,789,Food,silt,2,15,8,23,3,0
40,790,Food,silt,2,20,14,23,2,0
41,789,Food,silt,2,20,16,18,3,0
42,790,Food,silt,2,25,15,21,2,0
43,789,Food,silt,2,25,24,16,2,0
44,789,Food,silt,2,30,20,13,2,0
45,789,Food,silt,2,35,22,13,1,0
46,790,Food,silt,2,40,15,12,2,0
47,789,Food,silt,2,40,21,15,2,0
48,789,Food,silt,2,40,30,4,1,0
49,789,Food,silt,2,40,31,2,2,0
50,790,Food,silt,2,40,37,1,2,0
51,790,Food,silt,2,45,35,1,2,0
52,789,Food,silt,2,50,16,18,2,0
53,789,Food,silt,2,50,20,8,1,0
54,789,Food,silt,2,60,21,15,1,0
55,851,Food,silt,2,40,19,13,2,0
56,851,Food,silt,2,40,32,7,1,0
57,851,Food,silt,2,10,,23,2,0
58,850,Food,silt,2,10,19,15,2,0
59,851,Food,silt,2,10,21,14,2,0
60,851,Food,silt,2,10,36,1,2,0
61,851,Food,silt,2,15,11,12,2,0
62,851,Food,silt,2,15,12,14,3,0
63,850,Food,silt,2,15,,9,2,0
64,851,Food,silt,2,20,10,7,2,0
65,851,Food,silt,2,20,16,22,2,0
66,850,Food,silt,2,20,19,19,1,0
67,851,Food,silt,2,20,19,24,1,0
68,851,Food,silt,2,20,40,1,3,0
69,851,Food,silt,2,25,15,24,3,0
70,851,Food,silt,2,25,26,12,2,0
71,850,Food,silt,2,30,23,14,2,0
72,851,Food,silt,2,30,23,16,2,0
73,851,Food,silt,2,30,29,10,3,0
74,851,Food,silt,2,30,,4,1,0
75,851,Food,silt,2,30,37,2,1,0
76,851,Food,silt,2,40,8,4,3,0
77,851,Food,silt,2,40,23,15,1,0
78,851,Food,silt,2,40,25,19,3,0
79,851,Food,silt,2,40,29,6,1,0
80,851,Food,silt,2,40,29,13,1,0
81,851,Food,silt,2,40,30,7,2,0
82,851,Food,silt,2,40,32,4,2,0
83,850,Food,silt,2,40,35,5,3,0
84,850,Food,silt,2,40,40,0,2,0
85,851,Food,silt,2,45,21,11,2,0
86,850,Food,silt,2,50,31,11,3,0
87,851,Food,silt,2,60,28,9,1,0
88,915,Food,silt,2,50,22,15,2,0
89,915,Food,silt,2,5,12,24,2,0
90,915,Food,silt,2,10,5,5,1,0
91,915,Food,silt,2,10,8,15,2,0
92,916,Food,silt,2,10,35,0,3,0
93,915,Food,silt,2,10,38,1,2,0
94,915,Food,silt,2,15,32,3,2,0
95,916,Food,silt,2,15,35,0,2,0
96,915,Food,silt,2,20,,19,2,0
97,915,Food,silt,2,20,15,22,2,0
98,915,Food,silt,2,20,20,10,1,0
99,916,Food,silt,2,20,30,7,2,0
100,915,Food,silt,2,25,20,17,2,0
101,915,Food,silt,2,25,35,3,2,0
102,916,Food,silt,2,30,30,15,2,0
103,915,Food,silt,2,30,33,8,1,0
104,915,Food,silt,2,40,15,16,1,0
105,915,Food,silt,2,40,32,6,2,0
106,915,Food,silt,2,40,34,2,2,0
107,915,Food,silt,2,40,35,2,2,0
108,915,Food,silt,2,40,37,1,2,0
109,915,Food,silt,2,50,23,15,2,0
110,915,Food,silt,2,60,18,16,2,0
,,,,,,,,,
1,984,Food,silt,2,30,21,20,2,0
2,984,Food,silt,2,5,10,23,2,0
3,984,Food,silt,2,15,23,15,2,0
4,984,Food,silt,2,15,32,0,2,0
5,984,Food,silt,2,15,33,5,1,0
6,984,Food,silt,2,20,11,26,2,0
7,984,Food,silt,2,20,20,16,3,0
8,984,Food,silt,2,20,20,20,1,0
9,984,Food,silt,2,20,,14,2,0
10,984,Food,silt,2,20,24,0,3,0
11,984,Food,silt,2,20,30,1,1,0
12,984,Food,silt,2,20,42,1,1,0
13,984,Food,silt,2,25,16,21,2,0
14,984,Food,silt,2,25,27,11,2,0
15,984,Food,silt,2,30,16,23,1,0
16,984,Food,silt,2,30,17,25,2,0
17,984,Food,silt,2,30,26,14,2,0
18,984,Food,silt,2,40,12,20,2,0
19,984,Food,silt,2,40,20,16,2,0
20,984,Food,silt,2,40,31,1,3,0
21,984,Food,silt,2,40,32,7,3,0
22,984,Food,silt,2,40,,1,3,0
23,984,Food,silt,2,60,21,20,1,0
24,984,Food,silt,2,60,22,18,2,0
25,984,Food,silt,2,65,15,25,3,0
,,,,,,,,,
1,1056,Food,silt,2,5,15,21,2,0
2,1056,Food,silt,2,10,25,11,3,0
3,1056,Food,silt,2,15,11,22,1,0
4,1056,Food,silt,2,15,38,2,2,0
5,1056,Food,silt,2,20,,27,2,0
6,1056,Food,silt,2,20,15,20,2,0
7,1056,Food,silt,2,20,18,19,2,0
8,1056,Food,silt,2,20,37,2,2,0
9,1056,Food,silt,2,25,25,10,3,0
10,1056,Food,silt,2,30,6,1,3,0
11,1056,Food,silt,2,30,13,24,3,0
12,1056,Food,silt,2,30,27,11,2,0
13,1056,Food,silt,2,30,28,14,3,0
14,1056,Food,silt,2,30,30,9,2,0
15,1056,Food,silt,2,40,,27,2,0
16,1056,Food,silt,2,40,27,12,1,0
17,1056,Food,silt,2,40,35,0,3,0
18,1056,Food,silt,2,40,36,5,1,0
19,1056,Food,silt,2,45,35,7,2,0
20,1056,Food,silt,2,45,37,8,3,0
21,1056,Food,silt,2,50,25,14,2,0
22,1056,Food,silt,2,50,,12,3,0
23,1056,Food,silt,2,50,,4,1,0
24,1056,Food,silt,2,60,9,13,2,0
25,1056,Food,silt,2,60,30,11,1,0
26,1056,Food,silt,2,60,30,12,2,0
27,1056,Food,silt,2,60,36,6,3,0
,,,,,,,,,
1,1132,Food,silt,2,20,17,20,2,0
2,1132,Food,silt,2,40,34,10,2,0
3,1132,Food,silt,2,5,7,26,1,0
4,1132,Food,silt,2,5,15,24,2,0
5,1132,Food,silt,2,10,22,15,3,0
6,1132,Food,silt,2,10,22,18,2,0
7,1132,Food,silt,2,10,24,16,3,0
8,1132,Food,silt,2,15,33,5,2,0
9,1132,Food,silt,2,20,9,28,3,0
10,1132,Food,silt,2,20,28,5,2,0
11,1132,Food,silt,2,20,43,0,2,0
12,1132,Food,silt,2,25,25,12,2,0
13,1132,Food,silt,2,30,24,22,2,0
14,1132,Food,silt,2,30,26,10,1,0
15,1132,Food,silt,2,30,33,13,2,0
16,1132,Food,silt,2,30,37,1,1,0
17,1132,Food,silt,2,30,39,2,2,0
18,1132,Food,silt,2,35,25,13,2,0
19,1132,Food,silt,2,40,17,19,2,0
20,1132,Food,silt,2,40,28,14,3,0
21,1132,Food,silt,2,40,33,11,3,0
22,1132,Food,silt,2,50,,1,2,0
23,1132,Food,silt,2,50,37,1,1,0
24,1132,Food,silt,2,50,38,0,2,0
25,1132,Food,silt,2,60,12,23,2,0
26,1132,Food,silt,2,60,18,22,2,0
27,1132,Food,silt,2,60,38,1,1,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1212,Food,silt,2,5,,17,2,0
2,1212,Food,silt,2,5,40,1,2,0
3,1212,Food,silt,2,10,20,23,2,0
4,1212,Food,silt,2,10,25,12,2,0
5,1212,Food,silt,2,10,29,14,2,0
6,1212,Food,silt,2,10,31,6,2,0
7,1212,Food,silt,2,15,21,19,2,0
8,1212,Food,silt,2,15,25,14,2,0
9,1212,Food,silt,2,20,22,18,2,0
10,1212,Food,silt,2,20,35,3,1,0
11,1212,Food,silt,2,20,35,10,2,0
12,1212,Food,silt,2,20,,4,3,0
13,1212,Food,silt,2,20,42,2,2,0
14,1212,Food,silt,2,25,,18,2,0
15,1212,Food,silt,2,25,22,12,2,0
16,1212,Food,silt,2,25,27,14,3,0
17,1212,Food,silt,2,25,33,5,1,0
18,1212,Food,silt,2,25,39,2,2,0
19,1212,Food,silt,2,30,15,26,3,0
20,1212,Food,silt,2,30,16,27,2,0
21,1212,Food,silt,2,30,21,18,2,0
22,1212,Food,silt,2,30,22,21,2,0
23,1212,Food,silt,2,30,28,17,2,0
24,1212,Food,silt,2,30,30,4,2,0
25,1212,Food,silt,2,30,30,14,1,0
26,1212,Food,silt,2,30,32,13,2,0
27,1212,Food,silt,2,30,,1,2,0
28,1212,Food,silt,2,30,41,1,3,0
29,1212,Food,silt,2,30,42,3,1,0
30,1212,Food,silt,2,40,12,21,1,0
31,1212,Food,silt,2,40,17,17,3,0
32,1212,Food,silt,2,40,27,3,2,0
33,1212,Food,silt,2,40,33,15,3,0
34,1212,Food,silt,2,55,38,4,1,0
35,1212,Food,silt,2,60,35,10,2,0
36,1212,Food,silt,2,60,40,4,2,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1296,Food,silt,2,5,11,9,1,0
2,1297,Food,silt,2,10,,22,3,0
3,1296,Food,silt,2,10,32,0,1,0
4,1296,Food,silt,2,15,17,26,3,0
5,1296,Food,silt,2,15,25,15,2,0
6,1296,Food,silt,2,15,30,8,3,0
7,1296,Food,silt,2,15,30,13,3,0
8,1296,Food,silt,2,15,32,7,2,0
9,1296,Food,silt,2,15,36,6,2,0
10,1296,Food,silt,2,20,12,27,3,0
11,1296,Food,silt,2,20,26,6,2,0
12,1297,Food,silt,2,20,40,0,2,0
13,1296,Food,silt,2,25,13,19,2,0
14,1296,Food,silt,2,25,20,27,1,0
15,1296,Food,silt,2,25,33,6,3,0
16,1297,Food,silt,2,40,10,28,2,0
17,1296,Food,silt,2,40,21,22,3,0
18,1296,Food,silt,2,40,23,8,2,0
19,1296,Food,silt,2,40,23,12,2,0
20,1296,Food,silt,2,40,30,3,2,0
21,1297,Food,silt,2,40,,1,2,0
22,1297,Food,silt,2,45,36,6,2,0
23,1296,Food,silt,2,50,28,11,2,0
24,1296,Food,silt,2,50,35,13,2,0
25,1296,Food,silt,2,50,38,4,2,0
26,1296,Food,silt,2,50,45,1,2,0
27,1297,Food,silt,2,60,14,25,3,0
28,1297,Food,silt,2,70,48,4,2,0
29,1296,Food,silt,2,80,27,15,2,0
,,,,,,,,,
1,1296,Food,silt,2,40,35,9,1,2
2,1385,Food,silt,2,20,30,11,1,0
3,1385,Food,silt,2,5,7,14,2,0
4,1385,Food,silt,2,5,40,1,2,0
5,1385,Food,silt,2,10,10,25,1,0
6,1385,Food,silt,2,10,,31,3,0
7,1385,Food,silt,2,10,17,19,2,0
8,1385,Food,silt,2,10,,15,2,0
9,1385,Food,silt,2,10,25,22,1,0
10,1385,Food,silt,2,10,37,7,2,0
11,1385,Food,silt,2,15,14,21,1,0
12,1385,Food,silt,2,15,19,30,1,0
13,1385,Food,silt,2,15,28,15,2,0
14,1385,Food,silt,2,15,30,10,1,0
15,1385,Food,silt,2,20,11,25,2,0
16,1385,Food,silt,2,20,,29,1,0
17,1385,Food,silt,2,20,19,2,3,0
18,1385,Food,silt,2,20,22,29,2,0
19,1385,Food,silt,2,20,24,14,2,0
20,1385,Food,silt,2,20,24,22,2,0
21,1385,Food,silt,2,20,28,7,2,0
22,1385,Food,silt,2,20,28,14,2,0
23,1385,Food,silt,2,20,36,3,2,0
24,1385,Food,silt,2,25,17,23,3,0
25,1385,Food,silt,2,30,25,6,1,0
26,1385,Food,silt,2,30,30,18,3,0
27,1385,Food,silt,2,35,26,14,2,0
28,1385,Food,silt,2,40,,5,3,0
29,1385,Food,silt,2,40,43,4,3,0
30,1385,Food,silt,2,45,,15,2,0
31,1385,Food,silt,2,60,,18,2,0
32,1385,Food,silt,2,60,30,8,3,0
33,1385,Food,silt,2,70,35,5,3,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
1,1478,Food,silt,2,10,7,30,2,0
2,1478,Food,silt,2,10,23,24,3,0
3,1478,Food,silt,2,15,20,1,2,0
4,1478,Food,silt,2,15,33,11,2,0
5,1478,Food,silt,2,15,35,14,2,0
6,1478,Food,silt,2,15,40,4,1,0
7,1478,Food,silt,2,15,41,7,3,0
8,1478,Food,silt,2,20,28,8,2,0
9,1478,Food,silt,2,20,35,10,2,0
10,1478,Food,silt,2,20,51,2,2,0
11,1478,Food,silt,2,25,17,23,3,0
12,1478,Food,silt,2,25,20,22,2,0
13,1478,Food,silt,2,25,30,15,3,0
14,1478,Food,silt,2,30,17,28,1,0
15,1478,Food,silt,2,30,20,16,2,0
16,1478,Food,silt,2,30,20,17,2,0
17,1478,Food,silt,2,30,40,10,2,0
18,1478,Food,silt,2,30,41,0,2,0
19,1478,Food,silt,2,40,27,20,1,0
20,1478,Food,silt,2,45,27,19,1,0
21,1478,Food,silt,2,55,17,25,2,0
22,1478,Food,silt,2,60,30,6,2,0
23,1478,Food,silt,2,60,38,0,3,0
,,,,,,,,,
,,,,,,,,,
1,1576,Food,silt,2,10,,13,2,0
2,1575,Food,silt,2,10,35,11,1,0
3,1575,Food,silt,2,15,15,28,1,0
4,1576,Food,silt,2,15,16,21,1,0
5,1576,Food,silt,2,15,40,6,1,0
6,1575,Food,silt,2,20,10,28,3,0
7,1576,Food,silt,2,20,14,18,1,0
8,1575,Food,silt,2,20,16,31,2,0
9,1576,Food,silt,2,20,17,8,1,0
10,1576,Food,silt,2,20,21,14,3,0
11,1576,Food,silt,2,20,25,20,2,0
12,1575,Food,silt,2,20,,14,2,0
13,1576,Food,silt,2,20,44,2,2,0
14,1576,Food,silt,2,25,33,13,2,0
15,1576,Food,silt,2,30,31,12,1,0
16,1576,Food,silt,2,40,12,33,3,0
17,1576,Food,silt,2,40,17,28,2,0
18,1576,Food,silt,2,40,24,20,2,0
19,1576,Food,silt,2,40,30,13,2,0
20,1575,Food,silt,2,40,39,15,2,0
21,1576,Food,silt,2,50,42,5,3,0
22,1576,Food,silt,2,70,13,29,2,0
23,1575,Food,silt,2,80,40,7,3,0
24,1576,Food,silt,2,90,30,23,2,0
,,,,,,,,,
1,1678,Food,silt,2,15,31,17,2,0
2,1678,Food,silt,2,30,37,13,2,0
3,1678,Food,silt,2,5,34,10,3,0
4,1678,Food,silt,2,10,22,23,1,0
5,1678,Food,silt,2,10,23,19,2,0
6,1678,Food,silt,2,10,27,14,2,0
7,1678,Food,silt,2,15,,16,3,0
8,1678,Food,silt,2,15,24,20,3,0
9,1678,Food,silt,2,15,27,14,3,0
10,1678,Food,silt,2,20,7,34,2,0
11,1678,Food,silt,2,20,19,24,1,0
12,1678,Food,silt,2,20,41,3,2,0
13,1678,Food,silt,2,25,41,8,1,0
14,1678,Food,silt,2,30,26,16,1,0
15,1678,Food,silt,2,40,20,20,3,0
16,1678,Food,silt,2,40,22,27,1,0
17,1678,Food,silt,2,40,25,21,2,0
18,1678,Food,silt,2,40,29,14,1,0
19,1678,Food,silt,2,40,45,5,2,0
20,1678,Food,silt,2,50,25,25,2,0
,,,,,,,,,
,,,,,,,,,
